state,department_name,address,phone,site
Pennsylvania,Worthington Borough Police Department,"W Ross Worthington, PA 16262",724-297-3233,NA
Pennsylvania,Wright Township Police Department,"321 S Mountain Boulevard Mountaintop, PA 18707",570-474-9251,NA
Pennsylvania,Wrightsville Borough Police Department,"129 S Second Street Wrightsville, PA 17368",717-252-2500,NA
Pennsylvania,Wyoming Borough Police Department,"277 Wyoming Avenue Wyoming, PA 18644",570-693-2650,NA
Pennsylvania,Wyoming County Sheriff's Office,"1 Courthouse Sq Tunkhannock, PA 18657",570-836-3200,NA
Pennsylvania,Wyomissing Police Department,"22 Reading Bouldevard Wyomissing, PA 19610",610-375-6101,NA
Pennsylvania,Yardley Borough Police Department,"56 S Main St Yardley, PA 19067",215-493-2782,www.yardleypd.org
Pennsylvania,Yeadon Borough Police Department,"600 Church Lane Yeadon, PA 19050",610-623-1500,www.yeadonpd.org
Pennsylvania,York Area Regional Police Department,"33 Oak Street York, PA 17402",717-741-1259,www.yapd.org
Pennsylvania,York City Police Department,"50 W King Street York, PA 17401",717-846-1234,yorkcity.org
Pennsylvania,York County Sheriff's Office,"45 North George Street York, PA 17401",717-771-9601,www.yorksheriff.org
Pennsylvania,Youngsville Borough Police Department,"40 Railroad Street Youngsville, PA 16371",814-563-7555,NA
Pennsylvania,Zelienople Police Department,"111 W New Castle Street Zelienople, PA 16063",724-452-3003,NA
Rhode Island,Barrington Police Department,"100 Federal Road Barrington, RI 2806",401-437-3935,NA
Rhode Island,Bristol Police Department,"395 Metacom Avenue Bristol, RI 2809",401-253-6900,NA
Rhode Island,Brown University Police Department,"75 Charlesfield Street Providence, RI 2912",401-863-3322,www.brown.edu
Rhode Island,Burrillville Police Department,"1477 Victory Highway Oakland, RI 2830",401-568-6255,www.burrillville.org
Rhode Island,Central Falls Police Department,"160 Illinois Street Central Falls, RI 2863",401-727-7411,www.centralfallspolice.com
Rhode Island,Charlestown Police Department,"4901 Old Post Road Charlestown, RI 2813",401-364-1212,www.charlestownri.org
Rhode Island,Coventry Police Department,"1075 Main Street Coventry, RI 2816",401-826-1100,www.coventrypd.org
Rhode Island,Cranston Police Department,"5 Garfield Avenue Cranston, RI 2920",401-942-2211,NA
Rhode Island,Cumberland Police Department,"1380 Diamond Hill Road Cumberland, RI 2864",401-333-2500,www.cumberlandpolice.com
Rhode Island,East Greenwich Police Department,"176 First Avenue East Greenwich, RI 2818",401-884-2244,NA
Rhode Island,East Providence Police Department,"750 Waterman Avenue East Providence, RI 2914",401-435-7600,NA
Rhode Island,Exeter Police Department,"675 Ten Rod Road Exeter, RI 2822",401-539-2323,NA
Rhode Island,Foster Police Department,"182 Howard Hill Road Foster, RI 2825",401-397-3317,www.fosterpd.com
Rhode Island,Glocester Police Department,"162 Chopmist Hill Road Chepachet, RI 2814",401-568-2533,www.glocesterri.org
Rhode Island,Hopkinton Police Department,"406 Woodville Road Hopkinton, RI 2833",401-377-7750,www.hopkintonpolice.org
Rhode Island,Jamestown Police Department,"250 Conanicus Avenue Jamestown, RI 2835",401-423-1212,NA
Rhode Island,Johnston Police Department,"1651 Atwood Avenue Johnston, RI 2919",401-231-4210,www.johnstonpd.com
Rhode Island,Kent County Sheriff's Office,"222 Quaker Ln Warwick, RI 2886",401-822-6960,NA
Rhode Island,Lincoln Police Department,"100 Old River Road Lincoln, RI 2865",401-333-1111,NA
Rhode Island,Little Compton Police Department,"60 Simmons Road Little Compton, RI 2837",401-635-2311,NA
Rhode Island,Middletown Police Department,"123 Valley Road Middletown, RI 2842",401-846-1144,NA
Rhode Island,Narragansett Police Department,"40 Caswell Street Narragansett, RI 2882",401-789-1091,NA
Rhode Island,New Shoreman Police Department,,401-466-3220,NA
Rhode Island,Newport County Sheriff's Office,"45 Washington Sq Newport, RI 2842",401-841-8300,NA
Rhode Island,Newport Police Department,"120 Broadway Newport, RI 2840",401-847-1306,NA
Rhode Island,North Kingstown Police Department,"8166 Post Road North Kingstown, RI 2852",401-294-3316,NA
Rhode Island,North Providence Police Department,"1967 Mineral Spring Avenue North Providence, RI 2904",401-233-1433,NA
Rhode Island,North Smithfield Police Department,"575 Smithfield Road North Smithfield, RI 2896",401-762-1212,NA
Rhode Island,Pawtucket Police Department,"121 Roosevelt Avenue Pawtucket, RI 2860",401-727-9100,www.pawtucketpolice.com
Rhode Island,Portsmouth Police Department,"2270 East Main Road Portsmouth, RI 2871",401-683-0300,NA
Rhode Island,Providence County Sheriff's Office,"250 Benefit Street Providence, RI 2903",401-222-3510,NA
Rhode Island,Providence Police Department,"325 Washington Street Providence, RI 2903",401-272-3121,www.providencepolice.com
Rhode Island,Rhode Island Division of Sheriffs,"670 New London Avenue Cranston, RI 2920",401-275-2900,www.sheriffs.ri.gov
Rhode Island,Rhode Island State Police,"311 Danielson Pike Scituate, RI 2857",401-444-1000,NA
Rhode Island,Richmond Police Department,"1168 Main Street Wyoming, RI 2898",401-539-8289,www.richmondpd.org
Rhode Island,Scituate Police Department,"116 Main Street Hope, RI 2831",401-821-5900,scituateri.org
Rhode Island,Smithfield Police Department,"215 Pleasant View Avenue Smithfield, RI 2917",401-231-2500,www.smithfieldpd.com
Rhode Island,South Kingstown Police Department,"1790 Kingston Road Wakefield, RI 2879",401-783-3321,NA
Rhode Island,Tiverton Police Department,"20 Industrial Way Tiverton, RI 2878",401-625-6717,NA
Rhode Island,University of Rhode Island Police Department,"85 Briar Ln Kingston, RI 2881",401-874-2121,NA
Rhode Island,Warren Police Department,"1 Joyce Street Warren, RI 2885",401-245-1311,www.warrenripd.com
Rhode Island,Warwick Police Department,"99 Veterans Memorial Drive Warwick, RI 2886",401-468-4200,www.warwickpd.org
Rhode Island,Washington County Sheriff's Office,"4800 Tower Hill Road Wakefield, RI 2879",401-782-4100,NA
Rhode Island,West Greenwich Police Department,"280 Victory Highway West Greenwich, RI 2817",401-397-7191,NA
Rhode Island,West Warwick Police Department,"1162 Main Street West Warwick, RI 2893",401-821-4323,www.westwarwickri.org
Rhode Island,Westerly Police Department,"60 Airport Road Westerly, RI 2891",401-596-2022,www.westerlypolice.org
Rhode Island,Woonsocket Police Department,"242 Clinton Street Woonsocket, RI 2895",401-766-1212,www.woonsocketpolice.com
South Carolina,Abbeville County Sheriff's Office,"21 Old Calhoun Falls Road Abbeville, SC 29620",864-446-6000,www.abbevillecountysc.com
South Carolina,Abbeville Police Department,"102 South Main Street Abbeville, SC 29620",864-366-5832,NA
South Carolina,Aiken County Sheriff's Office,"420 Hampton Ave NE Aiken, SC 29801",803-642-1761,NA
South Carolina,Aiken Police Department,"251 Laurens St NW Aiken, SC 29801",803-642-7620,NA
South Carolina,Allendale County Sheriff's Office,"168 Law Enforcement Ct Allendale, SC 29810",803-584-2361,NA
South Carolina,Allendale Police Department,"1296 Main Street S Allendale, SC 29810",803-584-2178,NA
South Carolina,Anderson County Sheriff's Office,"305 Camson Road Anderson, SC 29625",864-260-4400,www.andersonsheriff.com
South Carolina,Anderson Police Department,"401 S Main Street Anderson, SC 29624",864-231-2272,www.cityofandersonsc.com
South Carolina,Andrews Police Department,"101 N Morgan Avenue Andrews, SC 29510",843-264-5223,NA
South Carolina,Aynor Police Department,"600 S Main Street Aynor, SC 29511",843-358-3900,NA
South Carolina,Bamberg County Sheriff's Office,"456 Second Street Bamberg, SC 29003",803-245-3011,NA
South Carolina,Bamberg Police Department,"2340 Main Highway Bamberg, SC 29003",803-245-2463,NA
South Carolina,Barnwell County Sheriff's Office,,803-541-1078,NA
South Carolina,Barnwell Police Department,,803-259-1838,NA
South Carolina,Batesburg Police Department,"660 W Columbia Avenue Batesburg, SC 29006",803-532-4408,NA
South Carolina,Beaufort County Sheriff's Office,"2001 Duke Street Beaufort, SC 29901",843-470-3200,www.bcso.net
South Carolina,Beaufort Police Department,,843-322-7901,NA
South Carolina,Belton Police Department,"City Hall Belton, SC 29627",864-338-8448,NA
South Carolina,Bennettsville Police Department,"501 E Main Street Bennettsville, SC 29512",843-479-9001,NA
South Carolina,Berkeley County Sheriff's Office,"223 N Live Oak Moncks Corner, SC 29461",843-719-4465,NA
South Carolina,Bishopville Police Department,"112 E Council Street Bishopville, SC 29010",803-484-5309,www.bishopvillepd.org
South Carolina,Blacksburg Police Department,"101 South Shelby Street Blacksburg, SC 29702",864-839-2331,NA
South Carolina,Blackville Police Department,"5997 Lartigue Street Blackville, SC 29817",803-284-3444,NA
South Carolina,Bluffton Police Department,"39 Persimmon Street, Suite 601 Bluffton, SC 29910",843-706-4550,NA
South Carolina,Bonneau Police Department,,843-825-2577,NA
South Carolina,Bowman Police Department,"100 Reevesville Road Bowman, SC 29018",803-829-2511,NA
South Carolina,Branchville Police Department,"7644 Freedom Road Branchville, SC 29432",803-274-8820,NA
South Carolina,Briarcliffe Acres Police Department,,843-272-8863,NA
South Carolina,Calhoun County Sheriff's Office,"120 Mill Street St Matthews, SC 29135",803-874-2741,NA
South Carolina,Calhoun Falls Police Department,"110 W Savannah Street Calhoun Falls, SC 29628",864-418-8502,NA
South Carolina,Camden Police Department,"1000 Lyttleton Street Camden, SC 29020",803-425-6035,NA
South Carolina,Campobello Police Department,"208 N Main Street Campobello, SC 29322",864-472-9093,NA
South Carolina,Cayce Police Department,"1800 12th St Extension Cayce, SC 29033",803-794-0456,NA
South Carolina,Central Police Department,"1067 West Main Street Central, SC 29630",864-639-4020,NA
South Carolina,Charleston County Sheriff's Office,"3505 Pinehaven Drive Charleston, SC 29405",843-202-1700,www.ccso.charlestoncounty.org
South Carolina,Charleston Police Department,"180 Lockwood Boulevard Charleston, SC 29403",843-577-7434,www.charleston-pd.org
South Carolina,Cheraw Police Department,"258 Second Street Cheraw, SC 29520",843-537-7868,NA
South Carolina,Cherokee County Sheriff's Office,"312 East Frederick Street Gaffney, SC 29340",864-489-4722,www.cherokeecountysheriff.net
South Carolina,Chesnee Police Department,"201 W Cherokee Street Chesnee, SC 29323",864-461-2225,cityofchesnee.org
South Carolina,Chester County Sheriff's Office,"2740 Dawson Drive Chester, SC 29706",803-581-5131,NA
South Carolina,Chester Police Department,"2740 Dawson Drive Chester, SC 29706",803-581-2677,NA
South Carolina,Chesterfield County Sheriff's Office,"109 Scotch Rd Chesterfield, SC 29709",843-623-2101,www.chesterfieldsheriff.org
South Carolina,Chesterfield Police Department,"110 W Main Street Chesterfield, SC 29709",843-623-2419,NA
South Carolina,Clarendon County Sheriff's Office,"217 Commerce Street Manning, SC 29102",803-435-4414,NA
South Carolina,Clemson Police Department,"1198 Tiger Boulevard Clemson, SC 29631",864-624-2000,www.cityofclemson.org
South Carolina,Clinton Department of Public Safety,"404 North Broad Street Clinton, SC 29325",864-833-7512,NA
South Carolina,Clio Police Department,,843-586-2211,NA
South Carolina,Clover Police Department,"112 Bethel Street Clover, SC 29710",803-222-9494,www.cloversc.org
South Carolina,Colleton County Sheriff's Office,"112 S Miller Street Walterboro, SC 29488",843-549-2211,www.colletonsheriff.com
South Carolina,Columbia Metro Airport Police Department,"3030 Aviation Way West Columbia, SC 29170",803-822-5025,NA
South Carolina,Columbia Police Department,"1 Justice Square Columbia, SC 29201",803-545-3500,www.columbiapd.net
South Carolina,Conway Police Department,"200 Laurel Street Conway, SC 29526",843-248-1790,NA
South Carolina,Cottageville Police Department,"10913 Cottageville Hwy Cottageville, SC 29435",843-835-8655,NA
South Carolina,Cowpens Police Department,"5330 N Main Cowpens, SC 29330",864-463-3201,NA
South Carolina,Darlington County Sheriff's Office,"1621 Harry Byrd Hwy Darlington, SC 29532",843-398-4501,www.darcosc.com
South Carolina,Darlington Police Department,"400 Pearl Street Darlington, SC 29532",843-398-4026,NA
South Carolina,Denmark Police Department,"19 S Maple Avenue Denmark, SC 29042",803-793-4639,NA
South Carolina,Dillon County Sheriff's Office,"305 W Hampton Street Dillon, SC 29536",843-774-1432,NA
South Carolina,Dillon Police Department,"401 W Main Street Dillon, SC 29536",843-774-0051,NA
South Carolina,Dorchester County Sheriff's Office,"212 Deming Way Summerville, SC 29483",843-832-0300,www.dorchestercounty.net
South Carolina,Due West Police Department,,864-379-2150,NA
South Carolina,Duncan Police Department,"50 Hughes Street Duncan, SC 29334",864-949-6600,NA
South Carolina,Easley Police Department,"220 NW Main Street Easley, SC 29640",864-859-4025,www.easleypd.org
South Carolina,Edgefield County Sheriff's Office,"200 Railroad Street Edgefield, SC 29824",803-637-5337,www.edgefieldcountysheriff.org
South Carolina,Edgefield Police Department,"402 Main Street Edgefield, SC 29824",803-637-4014,NA
South Carolina,Edisto Beach Police Department,"2414 Murray Street Edisto Beach, SC 29438",843-869-2505,townofedistobeach.com
South Carolina,Ehrhardt Police Department,"13704 Broxton Bridge Rd Ehrhardt,, SC 29081",803-267-8025,NA
South Carolina,Elloree Police Department,"2719 Cleveland Street Elloree, SC 29047",803-897-2223,NA
South Carolina,Estill Police Department,"250 SE RR Avenue Estill, SC 29918",803-625-3699,NA
South Carolina,Fairfax Police Department,"Aiken Avenue Fairfax, SC 29827",803-632-3222,NA
South Carolina,Fairfield County Sheriff's Office,"400 W Washington Street Winnsboro, SC 29180",803-635-4141,NA
South Carolina,Florence County Sheriff's Office,"6719 Friendfield Road Effingham, SC 29541",843-665-2121,www.fcso.org
South Carolina,Florence Police Department,"324 West Evans Street Florence, SC 29501",843-665-3191,www.cityofflorence.com
South Carolina,Folly Beach Police Department,"21 Center Street Folly Beach, SC 29439",843-588-2433,www.cityoffollybeach.com
South Carolina,Fort Lawn Police Department,"512 Municipal Drive Fort Lawn, SC 29714",803-872-4995,NA
South Carolina,Fort Mill Police Department,"111 Academy Street Fort Mill, SC 29716",803-547-2022,NA
South Carolina,Fountain Inn Police Department,"300 N Main Street Fountain Inn, SC 29644",864-862-4461,NA
South Carolina,Gaffney Police Department,,864-489-8115,www.gaffneypd.org
South Carolina,Gaston Police Department,"186 N Carlisle Street Gaston, SC 29053",803-796-8503,NA
South Carolina,Georgetown County Sheriff's Office,"430 North Fraser Street Georgetown, SC 29440",843-546-5102,NA
South Carolina,Georgetown Police Department,"2222 Highmarket Street Georgetown, SC 29440",843-545-4300,NA
South Carolina,Goose Creek Police Department,"519 N Goose Creek Boulevard Goose Creek, SC 29445",843-863-5200,NA
South Carolina,Great Falls Police Department,"324 Dearborn Street Great Falls, SC 29055",803-482-2145,NA
South Carolina,Greeleyville Police Department,,843-426-2114,NA
South Carolina,Greenville County Sheriff's Office,"4 McGee Street Greenville, SC 29601",864-467-5280,NA
South Carolina,Greenville Police Department,"4 McGee Street Greenville, SC 29601",864-271-5333,NA
South Carolina,Greenwood County Sheriff's Office,"Greenwood Law Enforcement Center Greenwood, SC 29646",864-942-8600,www.co.greenwood.sc.us
South Carolina,Greenwood Police Department,"520 Monument Street, Room 103 Greenwood, SC 29648",864-942-8422,NA
South Carolina,Greer Police Department,"102 South Main Street Greer, SC 29650",864-848-2151,www.cityofgreer.org
South Carolina,GSP International Airport Police,"2000 GSP Drive Greer, SC 29651",864-848-6240,www.gspairport.com
South Carolina,Hampton County Sheriff's Office,"409 Cemetery Road Varnville, SC 29944",803-914-2200,www.hamptoncountysc.org
South Carolina,Hampton Police Department,"608 First Street West Hampton, SC 29924",803-943-2421,www.hamptonsc.net
